"station","date","source","var","uni","val","qual","bswqstation","lbs","nrmrng","lbunis","inrng"
"669","2021-04-28","mpnrd","turb","ntu",3.4,NA,"598","Turb (NTU)","2.02-5.78","(NTU)","in range"
"336","2021-05-12","mpnrd","chla","ugl",11.5,NA,"357","Chl-a (ug/L)","1.84-5.1","(ug/L)","above"
"336","2021-05-12","mpnrd","chla","ugl",11.4,NA,"357","Chl-a (ug/L)","1.84-5.1","(ug/L)","above"
"365","2021-05-12","mpnrd","chla","ugl",3.8,NA,"396","Chl-a (ug/L)","2.07-3.59","(ug/L)","above"
"405","2021-05-12","mpnrd","chla","ugl",5.2,NA,"395","Chl-a (ug/L)","5.11-8.75","(ug/L)","in range"
"421","2021-05-12","mpnrd","chla","ugl",2.6,NA,"396","Chl-a (ug/L)","2.07-3.59","(ug/L)","in range"
"428","2021-05-12","mpnrd","chla","ugl",2.7,NA,"432","Chl-a (ug/L)","1.92-3.02","(ug/L)","in range"
"434","2021-05-12","mpnrd","chla","ugl",5.4,NA,"430","Chl-a (ug/L)","1.67-4.47","(ug/L)","above"
"435","2021-05-12","mpnrd","chla","ugl",4.6,NA,"432","Chl-a (ug/L)","1.92-3.02","(ug/L)","above"
"449","2021-05-12","mpnrd","chla","ugl",2.9,NA,"452","Chl-a (ug/L)","1.1-1.5","(ug/L)","above"
"456","2021-05-12","mpnrd","chla","ugl",3.2,NA,"459","Chl-a (ug/L)","1.41-5.33","(ug/L)","in range"
"464","2021-05-12","mpnrd","chla","ugl",14.5,NA,"658","Chl-a (ug/L)","3.97-8.69","(ug/L)","above"
"532","2021-05-12","mpnrd","chla","ugl",12,NA,"LM4","Chl-a (ug/L)","2.63-4.31","(ug/L)","above"
"590","2021-05-12","mpnrd","chla","ugl",14.1,NA,"660","Chl-a (ug/L)","2.76-10.1","(ug/L)","above"
"597","2021-05-12","mpnrd","chla","ugl",7.7,NA,"607","Chl-a (ug/L)","3.22-4.44","(ug/L)","above"
"598","2021-05-12","mpnrd","chla","ugl",10,NA,"668","Chl-a (ug/L)","2.92-7.02","(ug/L)","above"
"659","2021-05-12","mpnrd","chla","ugl",18.4,NA,"660","Chl-a (ug/L)","2.76-10.1","(ug/L)","above"
"676","2021-05-12","mpnrd","chla","ugl",7.6,NA,"607","Chl-a (ug/L)","3.22-4.44","(ug/L)","above"
"336","2021-05-12","mpnrd","color","pcu",5,"U","357","Color (PCU)","10.38-17.22","(PCU)","below"
"336","2021-05-12","mpnrd","color","pcu",5,NA,"357","Color (PCU)","10.38-17.22","(PCU)","below"
"365","2021-05-12","mpnrd","color","pcu",5,"U","90","Color (PCU)","2.43-4.37","(PCU)","above"
"405","2021-05-12","mpnrd","color","pcu",6,NA,"395","Color (PCU)","8.25-92.95","(PCU)","below"
"421","2021-05-12","mpnrd","color","pcu",5,"U","92","Color (PCU)","1.67-3.03","(PCU)","above"
"428","2021-05-12","mpnrd","color","pcu",5,"U","92","Color (PCU)","1.67-3.03","(PCU)","above"
"434","2021-05-12","mpnrd","color","pcu",7,NA,"430","Color (PCU)","37.02-50.18","(PCU)","below"
"435","2021-05-12","mpnrd","color","pcu",5,"U","432","Color (PCU)","15.54-22.46","(PCU)","below"
"449","2021-05-12","mpnrd","color","pcu",5,"U","452","Color (PCU)","7.76-13.74","(PCU)","below"
"456","2021-05-12","mpnrd","color","pcu",5,"U","459","Color (PCU)","8.62-23.88","(PCU)","below"
"464","2021-05-12","mpnrd","color","pcu",5,"U","658","Color (PCU)","13.51-30.09","(PCU)","below"
"532","2021-05-12","mpnrd","color","pcu",14,NA,"LM4","Color (PCU)","25.05-90.27","(PCU)","below"
"590","2021-05-12","mpnrd","color","pcu",6,NA,"660","Color (PCU)","15.97-41.63","(PCU)","below"
"597","2021-05-12","mpnrd","color","pcu",5,"U","607","Color (PCU)","22.98-32.74","(PCU)","below"
"598","2021-05-12","mpnrd","color","pcu",6,NA,"668","Color (PCU)","15.41-44.99","(PCU)","below"
"659","2021-05-12","mpnrd","color","pcu",6,NA,"660","Color (PCU)","15.97-41.63","(PCU)","below"
"676","2021-05-12","mpnrd","color","pcu",5,"U","607","Color (PCU)","22.98-32.74","(PCU)","below"
"336","2021-05-12","mpnrd","nh34","mgl",0.008,"U","395","NH3, NH4+ (mg/L)","0.0117-0.0227","(mg/L)","below"
"365","2021-05-12","mpnrd","nh34","mgl",0.008,"U","395","NH3, NH4+ (mg/L)","0.0117-0.0227","(mg/L)","below"
"405","2021-05-12","mpnrd","nh34","mgl",0.008,"U","395","NH3, NH4+ (mg/L)","0.0117-0.0227","(mg/L)","below"
"421","2021-05-12","mpnrd","nh34","mgl",0.008,"U","430","NH3, NH4+ (mg/L)","0.0105-0.0219","(mg/L)","below"
"428","2021-05-12","mpnrd","nh34","mgl",0.008,"U","430","NH3, NH4+ (mg/L)","0.0105-0.0219","(mg/L)","below"
"434","2021-05-12","mpnrd","nh34","mgl",0.008,"U","430","NH3, NH4+ (mg/L)","0.0105-0.0219","(mg/L)","below"
"435","2021-05-12","mpnrd","nh34","mgl",0.008,"U","430","NH3, NH4+ (mg/L)","0.0105-0.0219","(mg/L)","below"
"449","2021-05-12","mpnrd","nh34","mgl",0.008,"U","430","NH3, NH4+ (mg/L)","0.0105-0.0219","(mg/L)","below"
"456","2021-05-12","mpnrd","nh34","mgl",0.008,"U","430","NH3, NH4+ (mg/L)","0.0105-0.0219","(mg/L)","below"
"464","2021-05-12","mpnrd","nh34","mgl",0.008,"U","430","NH3, NH4+ (mg/L)","0.0105-0.0219","(mg/L)","below"
"532","2021-05-12","mpnrd","nh34","mgl",0.008,"U","LM4","NH3, NH4+ (mg/L)","0.001-0.0712","(mg/L)","in range"
"590","2021-05-12","mpnrd","nh34","mgl",0.008,"U","668","NH3, NH4+ (mg/L)","0-0.0358","(mg/L)","in range"
"597","2021-05-12","mpnrd","nh34","mgl",0.008,"U","668","NH3, NH4+ (mg/L)","0-0.0358","(mg/L)","in range"
"598","2021-05-12","mpnrd","nh34","mgl",0.008,"U","668","NH3, NH4+ (mg/L)","0-0.0358","(mg/L)","in range"
"659","2021-05-12","mpnrd","nh34","mgl",0.008,"U","668","NH3, NH4+ (mg/L)","0-0.0358","(mg/L)","in range"
"676","2021-05-12","mpnrd","nh34","mgl",0.008,"U","668","NH3, NH4+ (mg/L)","0-0.0358","(mg/L)","in range"
"336","2021-05-12","mpnrd","no23","mgl",0.009,"U","LM4","Nitrate/Nitrite (mg/L)","0-0.05062","(mg/L)","in range"
"365","2021-05-12","mpnrd","no23","mgl",0.009,"U","LM4","Nitrate/Nitrite (mg/L)","0-0.05062","(mg/L)","in range"
"405","2021-05-12","mpnrd","no23","mgl",0.009,"U","LM4","Nitrate/Nitrite (mg/L)","0-0.05062","(mg/L)","in range"
"421","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"428","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"434","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"435","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"449","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"456","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"464","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"532","2021-05-12","mpnrd","no23","mgl",0.009,"U","LM4","Nitrate/Nitrite (mg/L)","0-0.05062","(mg/L)","in range"
"590","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"597","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"598","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"659","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"676","2021-05-12","mpnrd","no23","mgl",0.009,"U","CH1","Nitrate/Nitrite (mg/L)","0-0.13859","(mg/L)","in range"
"336","2021-05-12","mpnrd","tkn","mgl",0.27,"I","357","TKN (mg/L)","0.134-0.434","(mg/L)","in range"
"336","2021-05-12","mpnrd","tkn","mgl",0.188,"I","357","TKN (mg/L)","0.134-0.434","(mg/L)","in range"
"365","2021-05-12","mpnrd","tkn","mgl",0.274,"I","386","TKN (mg/L)","0.151-0.279","(mg/L)","in range"
"405","2021-05-12","mpnrd","tkn","mgl",0.391,"I","408","TKN (mg/L)","0.099-0.311","(mg/L)","above"
"405","2021-05-12","mpnrd","tkn","mgl",0.127,"U","408","TKN (mg/L)","0.099-0.311","(mg/L)","in range"
"421","2021-05-12","mpnrd","tkn","mgl",0.249,"I","400","TKN (mg/L)","0.045-0.285","(mg/L)","in range"
"428","2021-05-12","mpnrd","tkn","mgl",0.219,"I","425","TKN (mg/L)","0.246-0.274","(mg/L)","below"
"434","2021-05-12","mpnrd","tkn","mgl",0.278,"I","433","TKN (mg/L)","0.12-0.53","(mg/L)","in range"
"435","2021-05-12","mpnrd","tkn","mgl",0.236,"I","425","TKN (mg/L)","0.246-0.274","(mg/L)","below"
"449","2021-05-12","mpnrd","tkn","mgl",0.261,"I","452","TKN (mg/L)","0.123-0.415","(mg/L)","in range"
"456","2021-05-12","mpnrd","tkn","mgl",0.17,"I","459","TKN (mg/L)","0.157-0.431","(mg/L)","in range"
"464","2021-05-12","mpnrd","tkn","mgl",0.446,"I","658","TKN (mg/L)","0.305-0.615","(mg/L)","in range"
"532","2021-05-12","mpnrd","tkn","mgl",0.288,"I","LM4","TKN (mg/L)","0.38-1.122","(mg/L)","below"
"590","2021-05-12","mpnrd","tkn","mgl",0.444,"I","589","TKN (mg/L)","0.388-0.402","(mg/L)","above"
"597","2021-05-12","mpnrd","tkn","mgl",0.143,"I","600","TKN (mg/L)","0.167-0.507","(mg/L)","below"
"598","2021-05-12","mpnrd","tkn","mgl",0.177,"I","668","TKN (mg/L)","0.243-0.551","(mg/L)","below"
"659","2021-05-12","mpnrd","tkn","mgl",0.376,"I","589","TKN (mg/L)","0.388-0.402","(mg/L)","below"
"676","2021-05-12","mpnrd","tkn","mgl",0.367,"I","607","TKN (mg/L)","0.226-0.558","(mg/L)","in range"
"336","2021-05-12","mpnrd","tn","mgl",0.238,NA,"357","TN (mg/L)","0.109-0.459","(mg/L)","in range"
"365","2021-05-12","mpnrd","tn","mgl",0.283,NA,"386","TN (mg/L)","0.17-0.31","(mg/L)","in range"
"405","2021-05-12","mpnrd","tn","mgl",0.268,NA,"408","TN (mg/L)","0.13-0.33","(mg/L)","in range"
"421","2021-05-12","mpnrd","tn","mgl",0.258,NA,"400","TN (mg/L)","0.076-0.304","(mg/L)","in range"
"428","2021-05-12","mpnrd","tn","mgl",0.228,NA,"425","TN (mg/L)","0.265-0.307","(mg/L)","below"
"434","2021-05-12","mpnrd","tn","mgl",0.287,NA,"433","TN (mg/L)","0.151-0.549","(mg/L)","in range"
"435","2021-05-12","mpnrd","tn","mgl",0.245,NA,"425","TN (mg/L)","0.265-0.307","(mg/L)","below"
"449","2021-05-12","mpnrd","tn","mgl",0.27,NA,"452","TN (mg/L)","0.123-0.439","(mg/L)","in range"
"456","2021-05-12","mpnrd","tn","mgl",0.179,NA,"459","TN (mg/L)","0.116-0.46","(mg/L)","in range"
"464","2021-05-12","mpnrd","tn","mgl",0.455,NA,"658","TN (mg/L)","0.278-0.668","(mg/L)","in range"
"532","2021-05-12","mpnrd","tn","mgl",0.297,NA,"535","TN (mg/L)","0-0.306","(mg/L)","in range"
"590","2021-05-12","mpnrd","tn","mgl",0.453,NA,"589","TN (mg/L)","0.407-0.433","(mg/L)","above"
"597","2021-05-12","mpnrd","tn","mgl",0.152,NA,"600","TN (mg/L)","0.11-0.522","(mg/L)","in range"
"598","2021-05-12","mpnrd","tn","mgl",0.186,NA,"668","TN (mg/L)","0.217-0.585","(mg/L)","below"
"659","2021-05-12","mpnrd","tn","mgl",0.385,NA,"589","TN (mg/L)","0.407-0.433","(mg/L)","below"
"676","2021-05-12","mpnrd","tn","mgl",0.376,NA,"607","TN (mg/L)","0.259-0.551","(mg/L)","in range"
"336","2021-05-12","mpnrd","tp","mgl",0.072,"I","357","TP (mg/L)","0-0.308","(mg/L)","in range"
"336","2021-05-12","mpnrd","tp","mgl",0.076,"I","357","TP (mg/L)","0-0.308","(mg/L)","in range"
"365","2021-05-12","mpnrd","tp","mgl",0.019,"U","396","TP (mg/L)","0-0.326","(mg/L)","in range"
"405","2021-05-12","mpnrd","tp","mgl",0.074,"I","395","TP (mg/L)","0.038-0.43","(mg/L)","in range"
"405","2021-05-12","mpnrd","tp","mgl",0.019,"U","395","TP (mg/L)","0.038-0.43","(mg/L)","below"
"421","2021-05-12","mpnrd","tp","mgl",0.057,"I","396","TP (mg/L)","0-0.326","(mg/L)","in range"
"428","2021-05-12","mpnrd","tp","mgl",0.042,"I","432","TP (mg/L)","0-0.336","(mg/L)","in range"
"434","2021-05-12","mpnrd","tp","mgl",0.053,"I","430","TP (mg/L)","0-0.349","(mg/L)","in range"
"435","2021-05-12","mpnrd","tp","mgl",0.028,"I","432","TP (mg/L)","0-0.336","(mg/L)","in range"
"449","2021-05-12","mpnrd","tp","mgl",0.019,"U","452","TP (mg/L)","0-0.301","(mg/L)","in range"
"456","2021-05-12","mpnrd","tp","mgl",0.019,"U","459","TP (mg/L)","0-0.329","(mg/L)","in range"
"464","2021-05-12","mpnrd","tp","mgl",0.019,"U","658","TP (mg/L)","0-0.316","(mg/L)","in range"
"532","2021-05-12","mpnrd","tp","mgl",0.154,NA,"LM4","TP (mg/L)","0.193-0.355","(mg/L)","below"
"590","2021-05-12","mpnrd","tp","mgl",0.034,"I","660","TP (mg/L)","0-0.335","(mg/L)","in range"
"597","2021-05-12","mpnrd","tp","mgl",0.019,"U","607","TP (mg/L)","0-0.404","(mg/L)","in range"
"598","2021-05-12","mpnrd","tp","mgl",0.019,"U","668","TP (mg/L)","0-0.318","(mg/L)","in range"
"659","2021-05-12","mpnrd","tp","mgl",0.019,"U","660","TP (mg/L)","0-0.335","(mg/L)","in range"
"676","2021-05-12","mpnrd","tp","mgl",0.019,"U","607","TP (mg/L)","0-0.404","(mg/L)","in range"
"336","2021-05-12","mpnrd","tss","mgl",4.5,NA,"357","TSS (mg/l)","2.39-15.97","(mg/l)","in range"
"336","2021-05-12","mpnrd","tss","mgl",4.6,NA,"357","TSS (mg/l)","2.39-15.97","(mg/l)","in range"
"365","2021-05-12","mpnrd","tss","mgl",3,NA,"386","TSS (mg/l)","7.2-30.4","(mg/l)","below"
"405","2021-05-12","mpnrd","tss","mgl",9.4,NA,"408","TSS (mg/l)","5.77-27.83","(mg/l)","in range"
"421","2021-05-12","mpnrd","tss","mgl",3.5,NA,"400","TSS (mg/l)","5.67-31.13","(mg/l)","below"
"428","2021-05-12","mpnrd","tss","mgl",3.7,NA,"425","TSS (mg/l)","4.74-32.46","(mg/l)","below"
"434","2021-05-12","mpnrd","tss","mgl",4.6,NA,"433","TSS (mg/l)","8.97-31.03","(mg/l)","below"
"435","2021-05-12","mpnrd","tss","mgl",5.2,NA,"425","TSS (mg/l)","4.74-32.46","(mg/l)","in range"
"449","2021-05-12","mpnrd","tss","mgl",4.3,NA,"452","TSS (mg/l)","4.2-22.28","(mg/l)","in range"
"456","2021-05-12","mpnrd","tss","mgl",3.9,NA,"459","TSS (mg/l)","3.5-18.54","(mg/l)","in range"
"464","2021-05-12","mpnrd","tss","mgl",11.1,NA,"658","TSS (mg/l)","3.84-18.72","(mg/l)","in range"
"532","2021-05-12","mpnrd","tss","mgl",6.8,NA,"535","TSS (mg/l)","13.32-22.08","(mg/l)","below"
"590","2021-05-12","mpnrd","tss","mgl",8.8,NA,"589","TSS (mg/l)","3.61-33.59","(mg/l)","in range"
"597","2021-05-12","mpnrd","tss","mgl",6.2,NA,"600","TSS (mg/l)","14.37-29.63","(mg/l)","below"
"598","2021-05-12","mpnrd","tss","mgl",14.6,NA,"668","TSS (mg/l)","5.09-19.51","(mg/l)","in range"
"659","2021-05-12","mpnrd","tss","mgl",7.1,NA,"589","TSS (mg/l)","3.61-33.59","(mg/l)","in range"
"676","2021-05-12","mpnrd","tss","mgl",7.9,NA,"607","TSS (mg/l)","4.36-22.14","(mg/l)","in range"
"336","2021-05-12","mpnrd","turb","ntu",1.2,NA,"357","Turb (NTU)","0.78-2.44","(NTU)","in range"
"336","2021-05-12","mpnrd","turb","ntu",1.1,NA,"357","Turb (NTU)","0.78-2.44","(NTU)","in range"
"365","2021-05-12","mpnrd","turb","ntu",1,NA,"361","Turb (NTU)","0.88-1","(NTU)","in range"
"405","2021-05-12","mpnrd","turb","ntu",1.8,NA,"408","Turb (NTU)","1.68-1.82","(NTU)","in range"
"421","2021-05-12","mpnrd","turb","ntu",1.2,NA,"92","Turb (NTU)","0.87-3.75","(NTU)","in range"
"428","2021-05-12","mpnrd","turb","ntu",1.4,NA,"92","Turb (NTU)","0.87-3.75","(NTU)","in range"
"434","2021-05-12","mpnrd","turb","ntu",1.7,NA,"433","Turb (NTU)","1.94-2.36","(NTU)","below"
"435","2021-05-12","mpnrd","turb","ntu",1.7,NA,"432","Turb (NTU)","1.06-1.62","(NTU)","above"
"449","2021-05-12","mpnrd","turb","ntu",1.6,NA,"452","Turb (NTU)","0.97-1.89","(NTU)","in range"
"456","2021-05-12","mpnrd","turb","ntu",1.6,NA,"459","Turb (NTU)","0.46-2.74","(NTU)","in range"
"464","2021-05-12","mpnrd","turb","ntu",2.8,NA,"658","Turb (NTU)","1.01-3.29","(NTU)","in range"
"532","2021-05-12","mpnrd","turb","ntu",3.2,NA,"535","Turb (NTU)","0-5.63","(NTU)","in range"
"590","2021-05-12","mpnrd","turb","ntu",3.3,NA,"589","Turb (NTU)","2.18-2.32","(NTU)","above"
"597","2021-05-12","mpnrd","turb","ntu",2.2,NA,"600","Turb (NTU)","1.94-2.46","(NTU)","in range"
"598","2021-05-12","mpnrd","turb","ntu",5.1,NA,"668","Turb (NTU)","1.85-3.71","(NTU)","above"
"659","2021-05-12","mpnrd","turb","ntu",3.5,NA,"589","Turb (NTU)","2.18-2.32","(NTU)","above"
"676","2021-05-12","mpnrd","turb","ntu",3.2,NA,"607","Turb (NTU)","1.41-2.91","(NTU)","above"
"2021-0409-1","2021-04-09","ncf","do","mgl",6.39,NA,"408","DO (mg/L)","6.11-7.25","(mg/L)","in range"
"2021-0409-2","2021-04-09","ncf","do","mgl",5.83,NA,"408","DO (mg/L)","6.11-7.25","(mg/L)","below"
"2021-0409-3","2021-04-09","ncf","do","mgl",5.01,NA,"405","DO (mg/L)","6.07-7.43","(mg/L)","below"
"2021-0409-4","2021-04-09","ncf","do","mgl",5.26,NA,"405","DO (mg/L)","6.07-7.43","(mg/L)","below"
"2021-0409-5","2021-04-09","ncf","do","mgl",5.74,NA,"400","DO (mg/L)","6.05-7.55","(mg/L)","below"
"2021-0409-6","2021-04-09","ncf","do","mgl",5.74,NA,"400","DO (mg/L)","6.05-7.55","(mg/L)","below"
"2021-0409-7","2021-04-09","ncf","do","mgl",6.62,NA,"405","DO (mg/L)","6.07-7.43","(mg/L)","in range"
"2021-0409-8","2021-04-09","ncf","do","mgl",6.52,NA,"405","DO (mg/L)","6.07-7.43","(mg/L)","in range"
"2021-0409-1","2021-04-09","ncf","sal","ppt",31.1,NA,"408","Sal (ppt)","27.2-34.2","(ppt)","in range"
"2021-0409-2","2021-04-09","ncf","sal","ppt",30.9,NA,"408","Sal (ppt)","27.2-34.2","(ppt)","in range"
"2021-0409-3","2021-04-09","ncf","sal","ppt",30.4,NA,"405","Sal (ppt)","25.5-35.5","(ppt)","in range"
"2021-0409-4","2021-04-09","ncf","sal","ppt",30.5,NA,"405","Sal (ppt)","25.5-35.5","(ppt)","in range"
"2021-0409-5","2021-04-09","ncf","sal","ppt",32.1,NA,"400","Sal (ppt)","28.3-34.5","(ppt)","in range"
"2021-0409-6","2021-04-09","ncf","sal","ppt",32.1,NA,"400","Sal (ppt)","28.3-34.5","(ppt)","in range"
"2021-0409-7","2021-04-09","ncf","sal","ppt",31,NA,"405","Sal (ppt)","25.5-35.5","(ppt)","in range"
"2021-0409-8","2021-04-09","ncf","sal","ppt",31,NA,"405","Sal (ppt)","25.5-35.5","(ppt)","in range"
"2021-0409-1","2021-04-09","ncf","secchi","m",1.4,NA,"408","Secchi (m)","1.8-2.6","(m)","below"
"2021-0409-2","2021-04-09","ncf","secchi","m",1.4,NA,"408","Secchi (m)","1.8-2.6","(m)","below"
"2021-0409-3","2021-04-09","ncf","secchi","m",0.5,NA,"405","Secchi (m)","1.8-2.8","(m)","below"
"2021-0409-4","2021-04-09","ncf","secchi","m",0.2,NA,"405","Secchi (m)","1.8-2.8","(m)","below"
"2021-0409-5","2021-04-09","ncf","secchi","m",1.3,NA,"400","Secchi (m)","2.1-2.5","(m)","below"
"2021-0409-6","2021-04-09","ncf","secchi","m",1.2,NA,"400","Secchi (m)","2.1-2.5","(m)","below"
"2021-0409-7","2021-04-09","ncf","secchi","m",2.5,NA,"405","Secchi (m)","1.8-2.8","(m)","in range"
"2021-0409-8","2021-04-09","ncf","secchi","m",1.8,NA,"405","Secchi (m)","1.8-2.8","(m)","in range"
"2021-0409-1","2021-04-09","ncf","temp","c",22.8,NA,"408","Temp (C)","21.5-25.9","(C)","in range"
"2021-0409-2","2021-04-09","ncf","temp","c",22.3,NA,"408","Temp (C)","21.5-25.9","(C)","in range"
"2021-0409-3","2021-04-09","ncf","temp","c",23.6,NA,"405","Temp (C)","21.7-25.5","(C)","in range"
"2021-0409-4","2021-04-09","ncf","temp","c",23.8,NA,"405","Temp (C)","21.7-25.5","(C)","in range"
"2021-0409-5","2021-04-09","ncf","temp","c",24.3,NA,"400","Temp (C)","21.5-25.9","(C)","in range"
"2021-0409-6","2021-04-09","ncf","temp","c",24.3,NA,"400","Temp (C)","21.5-25.9","(C)","in range"
"2021-0409-7","2021-04-09","ncf","temp","c",23.7,NA,"405","Temp (C)","21.7-25.5","(C)","in range"
"2021-0409-8","2021-04-09","ncf","temp","c",23.6,NA,"405","Temp (C)","21.7-25.5","(C)","in range"
"2021-0416-1","2021-04-16","ncf","do","mgl",5.73,NA,"535","DO (mg/L)","6.35-7.73","(mg/L)","below"
"2021-0416-2","2021-04-16","ncf","do","mgl",6.23,NA,"535","DO (mg/L)","6.35-7.73","(mg/L)","below"
"2021-0416-3","2021-04-16","ncf","do","mgl",6.26,NA,"LM4","DO (mg/L)","5.55-7.51","(mg/L)","in range"
"2021-0416-4","2021-04-16","ncf","do","mgl",6.33,NA,"LM4","DO (mg/L)","5.55-7.51","(mg/L)","in range"
"2021-0416-5","2021-04-16","ncf","do","mgl",6.81,NA,"433","DO (mg/L)","6.46-7.66","(mg/L)","in range"
"2021-0416-6","2021-04-16","ncf","do","mgl",7.52,NA,"433","DO (mg/L)","6.46-7.66","(mg/L)","in range"
"2021-0416-1","2021-04-16","ncf","sal","ppt",25.9,NA,"535","Sal (ppt)","22.5-32.1","(ppt)","in range"
"2021-0416-2","2021-04-16","ncf","sal","ppt",24.5,NA,"535","Sal (ppt)","22.5-32.1","(ppt)","in range"
"2021-0416-3","2021-04-16","ncf","sal","ppt",16.5,NA,"LM4","Sal (ppt)","13.1-27.5","(ppt)","in range"
"2021-0416-4","2021-04-16","ncf","sal","ppt",16.6,NA,"LM4","Sal (ppt)","13.1-27.5","(ppt)","in range"
"2021-0416-5","2021-04-16","ncf","sal","ppt",29.5,NA,"433","Sal (ppt)","26.4-33.2","(ppt)","in range"
"2021-0416-6","2021-04-16","ncf","sal","ppt",28.7,NA,"433","Sal (ppt)","26.4-33.2","(ppt)","in range"
"2021-0416-1","2021-04-16","ncf","secchi","m",2.2,NA,"535","Secchi (m)","1.4-2","(m)","above"
"2021-0416-2","2021-04-16","ncf","secchi","m",1.6,NA,"535","Secchi (m)","1.4-2","(m)","in range"
"2021-0416-3","2021-04-16","ncf","secchi","m",1.5,NA,"LM4","Secchi (m)","0.3-1.1","(m)","above"
"2021-0416-4","2021-04-16","ncf","secchi","m",1.5,NA,"LM4","Secchi (m)","0.3-1.1","(m)","above"
"2021-0416-5","2021-04-16","ncf","secchi","m",2.5,NA,"433","Secchi (m)","1.6-2.6","(m)","in range"
"2021-0416-6","2021-04-16","ncf","secchi","m",2.5,NA,"433","Secchi (m)","1.6-2.6","(m)","in range"
"2021-0416-1","2021-04-16","ncf","temp","c",25.3,NA,"535","Temp (C)","22.6-28","(C)","in range"
"2021-0416-2","2021-04-16","ncf","temp","c",24.6,NA,"535","Temp (C)","22.6-28","(C)","in range"
"2021-0416-3","2021-04-16","ncf","temp","c",26,NA,"LM4","Temp (C)","23.2-27","(C)","in range"
"2021-0416-4","2021-04-16","ncf","temp","c",26.4,NA,"LM4","Temp (C)","23.2-27","(C)","in range"
"2021-0416-5","2021-04-16","ncf","temp","c",25.3,NA,"433","Temp (C)","22-27","(C)","in range"
"2021-0416-6","2021-04-16","ncf","temp","c",25.3,NA,"433","Temp (C)","22-27","(C)","in range"
"2021-0512-1","2021-05-12","ncf","do","mgl",5.2,NA,"LM4","DO (mg/L)","5.64-7.02","(mg/L)","below"
"2021-0512-3","2021-05-12","ncf","do","mgl",7.44,NA,"LM4","DO (mg/L)","5.64-7.02","(mg/L)","above"
"2021-0512-4","2021-05-12","ncf","do","mgl",7.38,NA,"LM4","DO (mg/L)","5.64-7.02","(mg/L)","above"
"2021-0512-5","2021-05-12","ncf","do","mgl",7.14,NA,"433","DO (mg/L)","5.18-7.42","(mg/L)","in range"
"2021-0512-1","2021-05-12","ncf","sal","ppt",10.4,NA,"LM4","Sal (ppt)","19.9-29.5","(ppt)","below"
"2021-0512-3","2021-05-12","ncf","sal","ppt",25.1,NA,"LM4","Sal (ppt)","19.9-29.5","(ppt)","in range"
"2021-0512-4","2021-05-12","ncf","sal","ppt",22.1,NA,"LM4","Sal (ppt)","19.9-29.5","(ppt)","in range"
"2021-0512-5","2021-05-12","ncf","sal","ppt",31.2,NA,"433","Sal (ppt)","29.4-34.4","(ppt)","in range"
"2021-0512-1","2021-05-12","ncf","secchi","m",1,NA,"LM4","Secchi (m)","0.2-1","(m)","in range"
"2021-0512-3","2021-05-12","ncf","secchi","m",1.5,NA,"LM4","Secchi (m)","0.2-1","(m)","above"
"2021-0512-4","2021-05-12","ncf","secchi","m",1.3,NA,"LM4","Secchi (m)","0.2-1","(m)","above"
"2021-0512-5","2021-05-12","ncf","secchi","m",1.5,NA,"433","Secchi (m)","0.8-2","(m)","in range"
"2021-0512-1","2021-05-12","ncf","temp","c",28.4,NA,"LM4","Temp (C)","25.2-28.8","(C)","in range"
"2021-0512-3","2021-05-12","ncf","temp","c",29.1,NA,"LM4","Temp (C)","25.2-28.8","(C)","above"
"2021-0512-4","2021-05-12","ncf","temp","c",29.1,NA,"LM4","Temp (C)","25.2-28.8","(C)","above"
"2021-0512-5","2021-05-12","ncf","temp","c",28.4,NA,"433","Temp (C)","24.7-26.7","(C)","above"
"2021-0513-1","2021-05-13","ncf","do","mgl",5.82,NA,"422","DO (mg/L)","5.91-6.81","(mg/L)","below"
